Year,Country,Iso_alpha-3,Occurrences,Cumulative Occurrences,Continent
1700,Aruba,ABW,0,0,America
1703,Aruba,ABW,0,0,America
1721,Aruba,ABW,0,0,America
1733,Aruba,ABW,0,0,America
1738,Aruba,ABW,0,0,America
1748,Aruba,ABW,0,0,America
1749,Aruba,ABW,0,0,America
1751,Aruba,ABW,0,0,America
1753,Aruba,ABW,0,0,America
1755,Aruba,ABW,0,0,America
1764,Aruba,ABW,0,0,America
1767,Aruba,ABW,0,0,America
1771,Aruba,ABW,0,0,America
1776,Aruba,ABW,0,0,America
1779,Aruba,ABW,0,0,America
1780,Aruba,ABW,0,0,America
1783,Aruba,ABW,0,0,America
1784,Aruba,ABW,0,0,America
1785,Aruba,ABW,0,0,America
1786,Aruba,ABW,0,0,America
1788,Aruba,ABW,0,0,America
1791,Aruba,ABW,0,0,America
1792,Aruba,ABW,0,0,America
1800,Aruba,ABW,0,0,America
1802,Aruba,ABW,0,0,America
1803,Aruba,ABW,0,0,America
1804,Aruba,ABW,0,0,America
1805,Aruba,ABW,0,0,America
1807,Aruba,ABW,0,0,America
1808,Aruba,ABW,0,0,America
1810,Aruba,ABW,0,0,America
1812,Aruba,ABW,0,0,America
1815,Aruba,ABW,0,0,America
1816,Aruba,ABW,0,0,America
1817,Aruba,ABW,0,0,America
1818,Aruba,ABW,0,0,America
1819,Aruba,ABW,0,0,America
1822,Aruba,ABW,0,0,America
1823,Aruba,ABW,0,0,America
1825,Aruba,ABW,0,0,America
1826,Aruba,ABW,0,0,America
1827,Aruba,ABW,0,0,America
1828,Aruba,ABW,0,0,America
1829,Aruba,ABW,0,0,America
1830,Aruba,ABW,0,0,America
1831,Aruba,ABW,0,0,America
1832,Aruba,ABW,0,0,America
1834,Aruba,ABW,0,0,America
1835,Aruba,ABW,0,0,America
1836,Aruba,ABW,0,0,America
1837,Aruba,ABW,0,0,America
1839,Aruba,ABW,0,0,America
1840,Aruba,ABW,0,0,America
1841,Aruba,ABW,0,0,America
1842,Aruba,ABW,0,0,America
1844,Aruba,ABW,0,0,America
1845,Aruba,ABW,0,0,America
1846,Aruba,ABW,0,0,America
1847,Aruba,ABW,0,0,America
1848,Aruba,ABW,0,0,America
1849,Aruba,ABW,0,0,America
1850,Aruba,ABW,0,0,America
1851,Aruba,ABW,0,0,America
1852,Aruba,ABW,0,0,America
1853,Aruba,ABW,0,0,America
1855,Aruba,ABW,0,0,America
1856,Aruba,ABW,0,0,America
1857,Aruba,ABW,0,0,America
1858,Aruba,ABW,0,0,America
1859,Aruba,ABW,0,0,America
1860,Aruba,ABW,0,0,America
1861,Aruba,ABW,0,0,America
1862,Aruba,ABW,0,0,America
1863,Aruba,ABW,0,0,America
1864,Aruba,ABW,0,0,America
1865,Aruba,ABW,0,0,America
1866,Aruba,ABW,0,0,America
1867,Aruba,ABW,0,0,America
1868,Aruba,ABW,0,0,America
1869,Aruba,ABW,0,0,America
1870,Aruba,ABW,0,0,America
1871,Aruba,ABW,0,0,America
1872,Aruba,ABW,0,0,America
1873,Aruba,ABW,0,0,America
1874,Aruba,ABW,0,0,America
1875,Aruba,ABW,0,0,America
1876,Aruba,ABW,0,0,America
1877,Aruba,ABW,0,0,America
1878,Aruba,ABW,0,0,America
1879,Aruba,ABW,0,0,America
1880,Aruba,ABW,0,0,America
1881,Aruba,ABW,0,0,America
1882,Aruba,ABW,0,0,America
1883,Aruba,ABW,0,0,America
1884,Aruba,ABW,0,0,America
1885,Aruba,ABW,0,0,America
1886,Aruba,ABW,0,0,America
1887,Aruba,ABW,0,0,America
1888,Aruba,ABW,0,0,America
1889,Aruba,ABW,0,0,America
1890,Aruba,ABW,0,0,America
1891,Aruba,ABW,0,0,America
1892,Aruba,ABW,0,0,America
1893,Aruba,ABW,0,0,America
1894,Aruba,ABW,0,0,America
1895,Aruba,ABW,0,0,America
1896,Aruba,ABW,0,0,America
1897,Aruba,ABW,0,0,America
1898,Aruba,ABW,0,0,America
1899,Aruba,ABW,0,0,America
1900,Aruba,ABW,0,0,America
1901,Aruba,ABW,0,0,America
1902,Aruba,ABW,0,0,America
1903,Aruba,ABW,0,0,America
1904,Aruba,ABW,0,0,America
1905,Aruba,ABW,0,0,America
1906,Aruba,ABW,0,0,America
1907,Aruba,ABW,0,0,America
1908,Aruba,ABW,0,0,America
1909,Aruba,ABW,0,0,America
1910,Aruba,ABW,0,0,America
1911,Aruba,ABW,0,0,America
1912,Aruba,ABW,0,0,America
1913,Aruba,ABW,0,0,America
1914,Aruba,ABW,0,0,America
1915,Aruba,ABW,0,0,America
1916,Aruba,ABW,0,0,America
1917,Aruba,ABW,0,0,America
1918,Aruba,ABW,0,0,America
1919,Aruba,ABW,0,0,America
1920,Aruba,ABW,0,0,America
1921,Aruba,ABW,0,0,America
1922,Aruba,ABW,0,0,America
1923,Aruba,ABW,0,0,America
1924,Aruba,ABW,0,0,America
1925,Aruba,ABW,0,0,America
1926,Aruba,ABW,0,0,America
1927,Aruba,ABW,0,0,America
1928,Aruba,ABW,0,0,America
1929,Aruba,ABW,0,0,America
1930,Aruba,ABW,0,0,America
1931,Aruba,ABW,0,0,America
1932,Aruba,ABW,0,0,America
1933,Aruba,ABW,0,0,America
1934,Aruba,ABW,0,0,America
1935,Aruba,ABW,0,0,America
1936,Aruba,ABW,0,0,America
1937,Aruba,ABW,0,0,America
1938,Aruba,ABW,0,0,America
1939,Aruba,ABW,0,0,America
1940,Aruba,ABW,0,0,America
1941,Aruba,ABW,0,0,America
1942,Aruba,ABW,0,0,America
1943,Aruba,ABW,0,0,America
1944,Aruba,ABW,0,0,America
1945,Aruba,ABW,0,0,America
1946,Aruba,ABW,0,0,America
1947,Aruba,ABW,0,0,America
1948,Aruba,ABW,0,0,America
1949,Aruba,ABW,0,0,America
1950,Aruba,ABW,0,0,America
1951,Aruba,ABW,0,0,America
1952,Aruba,ABW,0,0,America
1953,Aruba,ABW,0,0,America
1954,Aruba,ABW,0,0,America
1955,Aruba,ABW,0,0,America
1956,Aruba,ABW,0,0,America
1957,Aruba,ABW,0,0,America
1958,Aruba,ABW,0,0,America
1959,Aruba,ABW,0,0,America
1960,Aruba,ABW,0,0,America
1961,Aruba,ABW,0,0,America
1962,Aruba,ABW,0,0,America
1963,Aruba,ABW,0,0,America
1964,Aruba,ABW,0,0,America
1965,Aruba,ABW,0,0,America
1966,Aruba,ABW,0,0,America
1967,Aruba,ABW,0,0,America
1968,Aruba,ABW,0,0,America
1969,Aruba,ABW,0,0,America
1970,Aruba,ABW,0,0,America
1971,Aruba,ABW,0,0,America
1972,Aruba,ABW,0,0,America
1973,Aruba,ABW,0,0,America
1974,Aruba,ABW,0,0,America
1975,Aruba,ABW,0,0,America
1976,Aruba,ABW,0,0,America
1977,Aruba,ABW,0,0,America
1978,Aruba,ABW,0,0,America
1979,Aruba,ABW,0,0,America
1980,Aruba,ABW,0,0,America
1981,Aruba,ABW,0,0,America
1982,Aruba,ABW,0,0,America
1983,Aruba,ABW,0,0,America
1984,Aruba,ABW,0,0,America
1985,Aruba,ABW,0,0,America
1986,Aruba,ABW,0,0,America
1987,Aruba,ABW,0,0,America
1988,Aruba,ABW,0,0,America
1989,Aruba,ABW,0,0,America
1990,Aruba,ABW,0,0,America
1991,Aruba,ABW,0,0,America
1992,Aruba,ABW,0,0,America
1993,Aruba,ABW,0,0,America
1994,Aruba,ABW,0,0,America
1995,Aruba,ABW,0,0,America
1996,Aruba,ABW,0,0,America
1997,Aruba,ABW,0,0,America
1998,Aruba,ABW,0,0,America
1999,Aruba,ABW,0,0,America
2000,Aruba,ABW,0,0,America
2001,Aruba,ABW,0,0,America
2002,Aruba,ABW,0,0,America
2003,Aruba,ABW,0,0,America
2004,Aruba,ABW,0,0,America
2005,Aruba,ABW,0,0,America
2006,Aruba,ABW,0,0,America
2007,Aruba,ABW,0,0,America
2008,Aruba,ABW,0,0,America
2009,Aruba,ABW,0,0,America
2010,Aruba,ABW,0,0,America
2011,Aruba,ABW,0,0,America
2012,Aruba,ABW,0,0,America
2013,Aruba,ABW,0,0,America
2014,Aruba,ABW,0,0,America
2015,Aruba,ABW,1,1,America
2016,Aruba,ABW,0,1,America
2017,Aruba,ABW,0,1,America
2018,Aruba,ABW,0,1,America
2019,Aruba,ABW,0,1,America
2020,Aruba,ABW,0,1,America
2021,Aruba,ABW,0,1,America
2022,Aruba,ABW,0,1,America
2023,Aruba,ABW,0,1,America
2024,Aruba,ABW,0,1,America
1700,Angola,AGO,0,0,Africa
1703,Angola,AGO,0,0,Africa
1721,Angola,AGO,0,0,Africa
1733,Angola,AGO,0,0,Africa
1738,Angola,AGO,0,0,Africa
1748,Angola,AGO,0,0,Africa
1749,Angola,AGO,0,0,Africa
1751,Angola,AGO,0,0,Africa
1753,Angola,AGO,0,0,Africa
1755,Angola,AGO,0,0,Africa
1764,Angola,AGO,0,0,Africa
1767,Angola,AGO,0,0,Africa
1771,Angola,AGO,0,0,Africa
1776,Angola,AGO,0,0,Africa
1779,Angola,AGO,0,0,Africa
1780,Angola,AGO,0,0,Africa
1783,Angola,AGO,0,0,Africa
1784,Angola,AGO,0,0,Africa
1785,Angola,AGO,0,0,Africa
1786,Angola,AGO,0,0,Africa
1788,Angola,AGO,0,0,Africa
1791,Angola,AGO,0,0,Africa
1792,Angola,AGO,0,0,Africa
1800,Angola,AGO,0,0,Africa
1802,Angola,AGO,0,0,Africa
1803,Angola,AGO,0,0,Africa
1804,Angola,AGO,0,0,Africa
1805,Angola,AGO,0,0,Africa
1807,Angola,AGO,0,0,Africa
1808,Angola,AGO,0,0,Africa
1810,Angola,AGO,0,0,Africa
1812,Angola,AGO,0,0,Africa
1815,Angola,AGO,0,0,Africa
1816,Angola,AGO,0,0,Africa
1817,Angola,AGO,0,0,Africa
1818,Angola,AGO,0,0,Africa
1819,Angola,AGO,0,0,Africa
1822,Angola,AGO,0,0,Africa
1823,Angola,AGO,0,0,Africa
1825,Angola,AGO,0,0,Africa
1826,Angola,AGO,0,0,Africa
1827,Angola,AGO,0,0,Africa
1828,Angola,AGO,0,0,Africa
1829,Angola,AGO,0,0,Africa
1830,Angola,AGO,0,0,Africa
1831,Angola,AGO,0,0,Africa
1832,Angola,AGO,0,0,Africa
1834,Angola,AGO,0,0,Africa
1835,Angola,AGO,0,0,Africa
1836,Angola,AGO,0,0,Africa
1837,Angola,AGO,0,0,Africa
1839,Angola,AGO,0,0,Africa
1840,Angola,AGO,0,0,Africa
1841,Angola,AGO,0,0,Africa
1842,Angola,AGO,0,0,Africa
1844,Angola,AGO,0,0,Africa
1845,Angola,AGO,0,0,Africa
1846,Angola,AGO,0,0,Africa
1847,Angola,AGO,0,0,Africa
1848,Angola,AGO,0,0,Africa
1849,Angola,AGO,0,0,Africa
1850,Angola,AGO,0,0,Africa
1851,Angola,AGO,0,0,Africa
1852,Angola,AGO,0,0,Africa
1853,Angola,AGO,0,0,Africa
1855,Angola,AGO,0,0,Africa
1856,Angola,AGO,0,0,Africa
1857,Angola,AGO,0,0,Africa
1858,Angola,AGO,0,0,Africa
1859,Angola,AGO,0,0,Africa
1860,Angola,AGO,0,0,Africa
1861,Angola,AGO,0,0,Africa
1862,Angola,AGO,0,0,Africa
1863,Angola,AGO,0,0,Africa
1864,Angola,AGO,0,0,Africa
1865,Angola,AGO,0,0,Africa
1866,Angola,AGO,0,0,Africa
1867,Angola,AGO,0,0,Africa
1868,Angola,AGO,0,0,Africa
1869,Angola,AGO,0,0,Africa
1870,Angola,AGO,0,0,Africa
1871,Angola,AGO,0,0,Africa
1872,Angola,AGO,0,0,Africa
1873,Angola,AGO,0,0,Africa
1874,Angola,AGO,0,0,Africa
1875,Angola,AGO,0,0,Africa
1876,Angola,AGO,0,0,Africa
1877,Angola,AGO,0,0,Africa
1878,Angola,AGO,0,0,Africa
1879,Angola,AGO,0,0,Africa
1880,Angola,AGO,0,0,Africa
1881,Angola,AGO,0,0,Africa
1882,Angola,AGO,0,0,Africa
1883,Angola,AGO,0,0,Africa
1884,Angola,AGO,0,0,Africa
1885,Angola,AGO,0,0,Africa
1886,Angola,AGO,0,0,Africa
1887,Angola,AGO,0,0,Africa
1888,Angola,AGO,0,0,Africa
1889,Angola,AGO,0,0,Africa
1890,Angola,AGO,0,0,Africa
1891,Angola,AGO,0,0,Africa
1892,Angola,AGO,0,0,Africa
1893,Angola,AGO,0,0,Africa
1894,Angola,AGO,0,0,Africa
1895,Angola,AGO,0,0,Africa
1896,Angola,AGO,0,0,Africa
1897,Angola,AGO,0,0,Africa
1898,Angola,AGO,0,0,Africa
1899,Angola,AGO,0,0,Africa
1900,Angola,AGO,0,0,Africa
1901,Angola,AGO,0,0,Africa
1902,Angola,AGO,0,0,Africa
1903,Angola,AGO,0,0,Africa
1904,Angola,AGO,0,0,Africa
1905,Angola,AGO,0,0,Africa
1906,Angola,AGO,0,0,Africa
1907,Angola,AGO,0,0,Africa
1908,Angola,AGO,0,0,Africa
1909,Angola,AGO,0,0,Africa
1910,Angola,AGO,0,0,Africa
1911,Angola,AGO,0,0,Africa
1912,Angola,AGO,0,0,Africa
1913,Angola,AGO,0,0,Africa
1914,Angola,AGO,0,0,Africa
1915,Angola,AGO,0,0,Africa
1916,Angola,AGO,0,0,Africa
1917,Angola,AGO,0,0,Africa
1918,Angola,AGO,0,0,Africa
1919,Angola,AGO,0,0,Africa
1920,Angola,AGO,0,0,Africa
1921,Angola,AGO,0,0,Africa
1922,Angola,AGO,0,0,Africa
1923,Angola,AGO,0,0,Africa
1924,Angola,AGO,0,0,Africa
1925,Angola,AGO,0,0,Africa
1926,Angola,AGO,0,0,Africa
1927,Angola,AGO,0,0,Africa
1928,Angola,AGO,0,0,Africa
1929,Angola,AGO,0,0,Africa
1930,Angola,AGO,0,0,Africa
1931,Angola,AGO,0,0,Africa
1932,Angola,AGO,0,0,Africa
1933,Angola,AGO,0,0,Africa
1934,Angola,AGO,0,0,Africa
1935,Angola,AGO,0,0,Africa
1936,Angola,AGO,0,0,Africa
1937,Angola,AGO,0,0,Africa
1938,Angola,AGO,0,0,Africa
1939,Angola,AGO,0,0,Africa
1940,Angola,AGO,0,0,Africa
1941,Angola,AGO,0,0,Africa
1942,Angola,AGO,0,0,Africa
1943,Angola,AGO,0,0,Africa
1944,Angola,AGO,0,0,Africa
1945,Angola,AGO,0,0,Africa
1946,Angola,AGO,0,0,Africa
1947,Angola,AGO,0,0,Africa
1948,Angola,AGO,0,0,Africa
1949,Angola,AGO,0,0,Africa
1950,Angola,AGO,0,0,Africa
1951,Angola,AGO,0,0,Africa
1952,Angola,AGO,0,0,Africa
1953,Angola,AGO,0,0,Africa
1954,Angola,AGO,0,0,Africa
1955,Angola,AGO,0,0,Africa
1956,Angola,AGO,0,0,Africa
1957,Angola,AGO,0,0,Africa
1958,Angola,AGO,0,0,Africa
1959,Angola,AGO,0,0,Africa
1960,Angola,AGO,0,0,Africa
1961,Angola,AGO,0,0,Africa
1962,Angola,AGO,0,0,Africa
1963,Angola,AGO,0,0,Africa
1964,Angola,AGO,0,0,Africa
1965,Angola,AGO,0,0,Africa
1966,Angola,AGO,0,0,Africa
1967,Angola,AGO,0,0,Africa
1968,Angola,AGO,0,0,Africa
1969,Angola,AGO,0,0,Africa
1970,Angola,AGO,0,0,Africa
1971,Angola,AGO,0,0,Africa
1972,Angola,AGO,0,0,Africa
1973,Angola,AGO,0,0,Africa
1974,Angola,AGO,0,0,Africa
1975,Angola,AGO,0,0,Africa
1976,Angola,AGO,0,0,Africa
1977,Angola,AGO,0,0,Africa
1978,Angola,AGO,0,0,Africa
1979,Angola,AGO,0,0,Africa
1980,Angola,AGO,0,0,Africa
1981,Angola,AGO,0,0,Africa
1982,Angola,AGO,0,0,Africa
1983,Angola,AGO,0,0,Africa
1984,Angola,AGO,0,0,Africa
1985,Angola,AGO,0,0,Africa
1986,Angola,AGO,0,0,Africa
1987,Angola,AGO,0,0,Africa
1988,Angola,AGO,0,0,Africa
1989,Angola,AGO,0,0,Africa
1990,Angola,AGO,0,0,Africa
1991,Angola,AGO,0,0,Africa
1992,Angola,AGO,0,0,Africa
1993,Angola,AGO,1,1,Africa
1994,Angola,AGO,0,1,Africa
1995,Angola,AGO,0,1,Africa
1996,Angola,AGO,0,1,Africa
1997,Angola,AGO,0,1,Africa
1998,Angola,AGO,0,1,Africa
1999,Angola,AGO,0,1,Africa
2000,Angola,AGO,0,1,Africa
2001,Angola,AGO,0,1,Africa
2002,Angola,AGO,0,1,Africa
2003,Angola,AGO,0,1,Africa
2004,Angola,AGO,0,1,Africa
2005,Angola,AGO,0,1,Africa
2006,Angola,AGO,0,1,Africa
2007,Angola,AGO,0,1,Africa
2008,Angola,AGO,0,1,Africa
2009,Angola,AGO,0,1,Africa
2010,Angola,AGO,0,1,Africa
2011,Angola,AGO,0,1,Africa
2012,Angola,AGO,0,1,Africa
2013,Angola,AGO,0,1,Africa
2014,Angola,AGO,0,1,Africa
2015,Angola,AGO,0,1,Africa
2016,Angola,AGO,0,1,Africa
2017,Angola,AGO,0,1,Africa
2018,Angola,AGO,0,1,Africa
2019,Angola,AGO,0,1,Africa
2020,Angola,AGO,0,1,Africa
2021,Angola,AGO,0,1,Africa
2022,Angola,AGO,0,1,Africa
2023,Angola,AGO,0,1,Africa
2024,Angola,AGO,0,1,Africa
1700,United Arab Emirates,ARE,0,0,Asia
1703,United Arab Emirates,ARE,0,0,Asia
1721,United Arab Emirates,ARE,0,0,Asia
1733,United Arab Emirates,ARE,0,0,Asia
1738,United Arab Emirates,ARE,0,0,Asia
1748,United Arab Emirates,ARE,0,0,Asia
1749,United Arab Emirates,ARE,0,0,Asia
1751,United Arab Emirates,ARE,0,0,Asia
1753,United Arab Emirates,ARE,0,0,Asia
1755,United Arab Emirates,ARE,0,0,Asia
1764,United Arab Emirates,ARE,0,0,Asia
1767,United Arab Emirates,ARE,0,0,Asia
1771,United Arab Emirates,ARE,0,0,Asia
1776,United Arab Emirates,ARE,0,0,Asia
1779,United Arab Emirates,ARE,0,0,Asia
1780,United Arab Emirates,ARE,0,0,Asia
1783,United Arab Emirates,ARE,0,0,Asia
1784,United Arab Emirates,ARE,0,0,Asia
1785,United Arab Emirates,ARE,0,0,Asia
1786,United Arab Emirates,ARE,0,0,Asia
1788,United Arab Emirates,ARE,0,0,Asia
1791,United Arab Emirates,ARE,0,0,Asia
1792,United Arab Emirates,ARE,0,0,Asia
1800,United Arab Emirates,ARE,0,0,Asia
1802,United Arab Emirates,ARE,0,0,Asia
1803,United Arab Emirates,ARE,0,0,Asia
1804,United Arab Emirates,ARE,0,0,Asia
1805,United Arab Emirates,ARE,0,0,Asia
1807,United Arab Emirates,ARE,0,0,Asia
1808,United Arab Emirates,ARE,0,0,Asia
1810,United Arab Emirates,ARE,0,0,Asia
1812,United Arab Emirates,ARE,0,0,Asia
1815,United Arab Emirates,ARE,0,0,Asia
1816,United Arab Emirates,ARE,0,0,Asia
1817,United Arab Emirates,ARE,0,0,Asia
1818,United Arab Emirates,ARE,0,0,Asia
1819,United Arab Emirates,ARE,0,0,Asia
1822,United Arab Emirates,ARE,0,0,Asia
1823,United Arab Emirates,ARE,0,0,Asia
1825,United Arab Emirates,ARE,0,0,Asia
1826,United Arab Emirates,ARE,0,0,Asia
1827,United Arab Emirates,ARE,0,0,Asia
1828,United Arab Emirates,ARE,0,0,Asia
1829,United Arab Emirates,ARE,0,0,Asia
1830,United Arab Emirates,ARE,0,0,Asia
1831,United Arab Emirates,ARE,0,0,Asia
1832,United Arab Emirates,ARE,0,0,Asia
1834,United Arab Emirates,ARE,0,0,Asia
1835,United Arab Emirates,ARE,0,0,Asia
1836,United Arab Emirates,ARE,0,0,Asia
1837,United Arab Emirates,ARE,0,0,Asia
1839,United Arab Emirates,ARE,0,0,Asia
1840,United Arab Emirates,ARE,0,0,Asia
1841,United Arab Emirates,ARE,0,0,Asia
1842,United Arab Emirates,ARE,0,0,Asia
1844,United Arab Emirates,ARE,0,0,Asia
1845,United Arab Emirates,ARE,0,0,Asia
1846,United Arab Emirates,ARE,0,0,Asia
1847,United Arab Emirates,ARE,0,0,Asia
1848,United Arab Emirates,ARE,0,0,Asia
1849,United Arab Emirates,ARE,0,0,Asia
1850,United Arab Emirates,ARE,0,0,Asia
1851,United Arab Emirates,ARE,0,0,Asia
1852,United Arab Emirates,ARE,0,0,Asia
1853,United Arab Emirates,ARE,0,0,Asia
1855,United Arab Emirates,ARE,0,0,Asia
1856,United Arab Emirates,ARE,0,0,Asia
1857,United Arab Emirates,ARE,0,0,Asia
1858,United Arab Emirates,ARE,0,0,Asia
1859,United Arab Emirates,ARE,0,0,Asia
1860,United Arab Emirates,ARE,0,0,Asia
1861,United Arab Emirates,ARE,0,0,Asia
1862,United Arab Emirates,ARE,0,0,Asia
1863,United Arab Emirates,ARE,0,0,Asia
1864,United Arab Emirates,ARE,0,0,Asia
1865,United Arab Emirates,ARE,0,0,Asia
1866,United Arab Emirates,ARE,0,0,Asia
1867,United Arab Emirates,ARE,0,0,Asia
1868,United Arab Emirates,ARE,0,0,Asia
1869,United Arab Emirates,ARE,0,0,Asia
1870,United Arab Emirates,ARE,0,0,Asia
1871,United Arab Emirates,ARE,0,0,Asia
1872,United Arab Emirates,ARE,0,0,Asia
1873,United Arab Emirates,ARE,0,0,Asia
1874,United Arab Emirates,ARE,0,0,Asia
1875,United Arab Emirates,ARE,0,0,Asia
1876,United Arab Emirates,ARE,0,0,Asia
1877,United Arab Emirates,ARE,0,0,Asia
1878,United Arab Emirates,ARE,0,0,Asia
1879,United Arab Emirates,ARE,0,0,Asia
1880,United Arab Emirates,ARE,0,0,Asia
1881,United Arab Emirates,ARE,0,0,Asia
1882,United Arab Emirates,ARE,0,0,Asia
1883,United Arab Emirates,ARE,0,0,Asia
1884,United Arab Emirates,ARE,0,0,Asia
1885,United Arab Emirates,ARE,0,0,Asia
1886,United Arab Emirates,ARE,0,0,Asia
1887,United Arab Emirates,ARE,0,0,Asia
1888,United Arab Emirates,ARE,0,0,Asia
1889,United Arab Emirates,ARE,0,0,Asia
1890,United Arab Emirates,ARE,0,0,Asia
1891,United Arab Emirates,ARE,0,0,Asia
1892,United Arab Emirates,ARE,0,0,Asia
1893,United Arab Emirates,ARE,0,0,Asia
1894,United Arab Emirates,ARE,0,0,Asia
1895,United Arab Emirates,ARE,0,0,Asia
1896,United Arab Emirates,ARE,0,0,Asia
1897,United Arab Emirates,ARE,0,0,Asia
1898,United Arab Emirates,ARE,0,0,Asia
1899,United Arab Emirates,ARE,0,0,Asia
1900,United Arab Emirates,ARE,0,0,Asia
1901,United Arab Emirates,ARE,0,0,Asia
1902,United Arab Emirates,ARE,0,0,Asia
1903,United Arab Emirates,ARE,0,0,Asia
1904,United Arab Emirates,ARE,0,0,Asia
1905,United Arab Emirates,ARE,0,0,Asia
1906,United Arab Emirates,ARE,0,0,Asia
1907,United Arab Emirates,ARE,0,0,Asia
1908,United Arab Emirates,ARE,0,0,Asia
1909,United Arab Emirates,ARE,0,0,Asia
1910,United Arab Emirates,ARE,0,0,Asia
1911,United Arab Emirates,ARE,0,0,Asia
1912,United Arab Emirates,ARE,0,0,Asia
1913,United Arab Emirates,ARE,0,0,Asia
1914,United Arab Emirates,ARE,0,0,Asia
1915,United Arab Emirates,ARE,0,0,Asia
1916,United Arab Emirates,ARE,0,0,Asia
1917,United Arab Emirates,ARE,0,0,Asia
1918,United Arab Emirates,ARE,0,0,Asia
1919,United Arab Emirates,ARE,0,0,Asia
1920,United Arab Emirates,ARE,0,0,Asia
1921,United Arab Emirates,ARE,0,0,Asia
1922,United Arab Emirates,ARE,0,0,Asia
1923,United Arab Emirates,ARE,0,0,Asia
1924,United Arab Emirates,ARE,0,0,Asia
1925,United Arab Emirates,ARE,0,0,Asia
1926,United Arab Emirates,ARE,0,0,Asia
1927,United Arab Emirates,ARE,0,0,Asia
1928,United Arab Emirates,ARE,0,0,Asia
1929,United Arab Emirates,ARE,0,0,Asia
1930,United Arab Emirates,ARE,0,0,Asia
1931,United Arab Emirates,ARE,0,0,Asia
1932,United Arab Emirates,ARE,0,0,Asia
1933,United Arab Emirates,ARE,0,0,Asia
1934,United Arab Emirates,ARE,0,0,Asia
1935,United Arab Emirates,ARE,0,0,Asia
1936,United Arab Emirates,ARE,0,0,Asia
1937,United Arab Emirates,ARE,0,0,Asia
1938,United Arab Emirates,ARE,0,0,Asia
1939,United Arab Emirates,ARE,0,0,Asia
1940,United Arab Emirates,ARE,0,0,Asia
1941,United Arab Emirates,ARE,0,0,Asia
1942,United Arab Emirates,ARE,0,0,Asia
1943,United Arab Emirates,ARE,0,0,Asia
1944,United Arab Emirates,ARE,0,0,Asia
1945,United Arab Emirates,ARE,0,0,Asia
1946,United Arab Emirates,ARE,0,0,Asia
1947,United Arab Emirates,ARE,0,0,Asia
1948,United Arab Emirates,ARE,0,0,Asia
1949,United Arab Emirates,ARE,0,0,Asia
1950,United Arab Emirates,ARE,0,0,Asia
1951,United Arab Emirates,ARE,0,0,Asia
1952,United Arab Emirates,ARE,0,0,Asia
1953,United Arab Emirates,ARE,0,0,Asia
1954,United Arab Emirates,ARE,0,0,Asia
1955,United Arab Emirates,ARE,0,0,Asia
1956,United Arab Emirates,ARE,0,0,Asia
1957,United Arab Emirates,ARE,0,0,Asia
1958,United Arab Emirates,ARE,0,0,Asia
1959,United Arab Emirates,ARE,0,0,Asia
1960,United Arab Emirates,ARE,0,0,Asia
1961,United Arab Emirates,ARE,0,0,Asia
1962,United Arab Emirates,ARE,0,0,Asia
1963,United Arab Emirates,ARE,0,0,Asia
1964,United Arab Emirates,ARE,0,0,Asia
1965,United Arab Emirates,ARE,0,0,Asia
1966,United Arab Emirates,ARE,0,0,Asia
1967,United Arab Emirates,ARE,0,0,Asia
1968,United Arab Emirates,ARE,0,0,Asia
1969,United Arab Emirates,ARE,0,0,Asia
1970,United Arab Emirates,ARE,0,0,Asia
1971,United Arab Emirates,ARE,0,0,Asia
1972,United Arab Emirates,ARE,0,0,Asia
1973,United Arab Emirates,ARE,0,0,Asia
1974,United Arab Emirates,ARE,0,0,Asia
1975,United Arab Emirates,ARE,0,0,Asia
1976,United Arab Emirates,ARE,0,0,Asia
1977,United Arab Emirates,ARE,0,0,Asia
1978,United Arab Emirates,ARE,0,0,Asia
1979,United Arab Emirates,ARE,0,0,Asia
1980,United Arab Emirates,ARE,0,0,Asia
1981,United Arab Emirates,ARE,0,0,Asia
1982,United Arab Emirates,ARE,0,0,Asia
1983,United Arab Emirates,ARE,0,0,Asia
1984,United Arab Emirates,ARE,0,0,Asia
1985,United Arab Emirates,ARE,0,0,Asia
1986,United Arab Emirates,ARE,0,0,Asia
1987,United Arab Emirates,ARE,0,0,Asia
1988,United Arab Emirates,ARE,0,0,Asia
1989,United Arab Emirates,ARE,0,0,Asia
1990,United Arab Emirates,ARE,0,0,Asia
1991,United Arab Emirates,ARE,0,0,Asia
1992,United Arab Emirates,ARE,0,0,Asia
1993,United Arab Emirates,ARE,0,0,Asia
1994,United Arab Emirates,ARE,0,0,Asia
1995,United Arab Emirates,ARE,0,0,Asia
1996,United Arab Emirates,ARE,0,0,Asia
1997,United Arab Emirates,ARE,0,0,Asia
1998,United Arab Emirates,ARE,0,0,Asia
1999,United Arab Emirates,ARE,0,0,Asia
2000,United Arab Emirates,ARE,0,0,Asia
2001,United Arab Emirates,ARE,0,0,Asia
2002,United Arab Emirates,ARE,0,0,Asia
2003,United Arab Emirates,ARE,0,0,Asia
2004,United Arab Emirates,ARE,0,0,Asia
2005,United Arab Emirates,ARE,0,0,Asia
2006,United Arab Emirates,ARE,0,0,Asia
2007,United Arab Emirates,ARE,0,0,Asia
2008,United Arab Emirates,ARE,0,0,Asia
